golId,game,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38,event39,event40,event41,event42,event43,event44,event45,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
52335,ESPORTSTMNT03_3199251,RED: dragon,BLUE: herald,RED: first_blood,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: first_tower_top,RED: dragon,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: second_tower_top,BLUE: inhibitor_bot,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,RED: dragon,RED: first_tower_mid,RED: second_tower_mid,RED: baron,RED: elder_dragon,RED: third_tower_mid,RED: inhibitor_mid,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,16,0.56,4.24,1,1.0,10.0,11,0.45,4.92,4,0.75,32.5,3,0.33,3.83,14,0.43,5.0,4,0.5,3.67,11,0.45,5.94,7,0.57,7.5,3,0.33,2.0,0
52337,ESPORTSTMNT06_2823396,BLUE: first_blood,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,BLUE: herald,RED: dragon,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: third_tower_top,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_top,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,1,1.0,13,4,0.0,12.0,3,1.0,2.56,3,1.0,18.5,2,1.0,3.25,0,0,0,13,0.69,2.95,4,0.5,4.33,0,0,0,0,0,0,1
52338,ESPORTSTMNT06_2822395,BLUE: first_blood,RED: herald,RED: dragon,BLUE: first_tower_bot,RED: first_tower_mid,RED: herald,RED: dragon,RED: first_tower_bot,RED: first_tower_top,RED: second_tower_top,BLUE: second_tower_bot,RED: baron,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: dragon,RED: third_tower_mid,RED: baron,BLUE: first_tower_mid,RED: third_tower_top,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,1,1.0,13,1,1.0,7.0,1,1.0,4.0,3,1.0,21.0,7,0.57,2.77,2,1.0,3.0,13,0.69,2.95,2,0.5,2.38,2,1.0,8.0,0,0,0,0
52339,ESPORTSTMNT06_2823406,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_top,RED: baron,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,RED: first_tower_bot,RED: first_tower_mid,BLUE: baron,RED: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,1,1.0,13,16,0.75,5.29,2,1.0,3.0,3,1.0,21.0,7,0.57,2.77,1,0.0,10.0,16,0.44,4.49,2,0.5,2.38,2,1.0,8.0,6,0.67,2.3,1
52340,ESPORTSTMNT06_2823408,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: first_tower_top,RED: first_tower_mid,BLUE: baron,RED: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: baron,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: nexus_tower,BLUE: third_tower_top,BLUE: second_tower_mid,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,2,1.0,3.0,13,0.69,2.95,1,1.0,3.67,5,0.8,5.8,6,0.67,2.3,1,1.0,13,4,0.0,12.0,2,0.5,3.67,3,1.0,18.5,2,1.0,14.0,1
52341,ESPORTSTMNT06_2821382,RED: dragon,BLUE: first_blood,RED: herald,RED: dragon,RED: first_tower_top,RED: herald,BLUE: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: dragon,BLUE: first_tower_top,RED: second_tower_mid,RED: baron,BLUE: first_tower_mid,RED: first_tower_bot,RED: dragon,RED: third_tower_mid,RED: second_tower_top,BLUE: baron,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: elder_dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,11,0.73,5.45,0,0,0,6,0.83,5.25,3,1.0,21.0,2,0.5,34.0,1,1.0,11.0,0,0,0,4,0.5,4.33,3,0.33,1.95,1,1.0,3.0,1
52342,ESPORTSTMNT06_2823469,RED: first_blood,RED: dragon,RED: herald,BLUE: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,RED: baron,RED: first_tower_top,RED: dragon,RED: second_tower_top,RED: second_tower_bot,BLUE: dragon,BLUE: baron,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,4,0.5,3.88,1,1.0,5.33,3,1.0,4.4,7,0.57,4.8,0,0,0,1,0.0,1.86,4,0.25,4.0,1,1.0,2.75,4,0.5,17.0,2,1.0,7.75,0
52343,ESPORTSTMNT06_2821447,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_bot,RED: herald,RED: first_tower_top,BLUE: first_tower_top,RED: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: dragon,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,22,0,0,0,3,1.0,4.4,10,0.8,8.8,4,0.5,1.15,9,0.44,2.47,3,1.0,10.33,5,0.6,5.17,3,0.0,4.0,6,0.5,4.05,1
52344,ESPORTSTMNT06_2823476,BLUE: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: first_tower_top,RED: dragon,RED: second_tower_bot,RED: baron,RED: first_tower_mid,RED: second_tower_top,BLUE: second_tower_mid,RED: third_tower_top,RED: inhibitor_top,RED: dragon,RED: second_tower_mid,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,11,0.36,2.09,3,1.0,10.33,2,0.0,12.5,12,0.42,4.62,9,0.44,2.84,1,1.0,13.0,7,0.86,4.21,1,1.0,4.67,1,1.0,0.83,0,0,0,0
52345,ESPORTSTMNT06_2822451,BLUE: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: baron,BLUE: dragon,BLUE: third_tower_bot,RED: first_tower_top,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,3,0.67,3.3,2,0.5,2.4,3,1.0,4.4,1,1.0,0.83,2,1.0,2.2,0,0,0,3,0.33,7.8,5,0.6,5.17,4,0.75,4.83,6,0.5,4.05,1
52347,ESPORTSTMNT01_3403796,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,5,0.8,2.0,2,1.0,23.0,0,0,0,0,0,0,0,0,0,6,0.33,1.38,3,0.67,2.69,3,0.67,2.12,4,0.25,6.83,0,0,0,1
52348,ESPORTSTMNT01_3403830,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: baron,RED: dragon,BLUE: second_tower_top,BLUE: second_tower_mid,RED: second_tower_top,RED: first_tower_mid,BLUE: second_tower_bot,RED: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,2,0.5,2.82,0,0,0,3,0.33,7.25,8,0.62,4.83,0,0,0,2,0.0,3.5,1,1.0,2.67,3,0.67,10.67,2,1.0,21,3,0.67,6.29,1
52349,ESPORTSTMNT01_3402856,RED: first_blood,BLUE: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.55,3.08,1,1.0,6.0,1,1.0,16.0,15,0.53,7.32,2,1.0,8.5,7,0.14,2.65,0,0,0,2,0.5,1.5,8,0.38,6.33,3,0.67,1.91,1
52350,ESPORTSTMNT01_3401931,RED: first_blood,BLUE: dragon,BLUE: herald,RED: dragon,RED: first_tower_bot,RED: herald,RED: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,RED: second_tower_top,RED: first_tower_mid,RED: dragon,RED: baron,BLUE: first_tower_top,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_bot,RED: third_tower_mid,RED: dragon,RED: inhibitor_mid,RED: inhibitor_bot,BLUE: baron,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,10,0.5,3.86,0,0,0,2,1.0,9.0,7,0.43,9.25,3,0.67,2.81,7,0.43,4.0,7,0.57,3.0,0,0,0,2,0.5,2.86,6,0.5,3.28,0
52351,ESPORTSTMNT01_3403885,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,RED: dragon,BLUE: second_tower_mid,BLUE: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_top,RED: dragon,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: baron,RED: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,2,0.5,1.3,9,0.33,9.3,5,0.0,6.0,3,0.0,2.43,1,0.0,3.33,0,0,0,0,0,0,4,0.5,2.33,4,0.5,9.17,2,0.5,0.78,1
52352,ESPORTSTMNT01_3404170,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_bot,RED: herald,RED: first_tower_mid,RED: dragon,RED: baron,RED: first_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,18.0,0,0,0,3,0.33,7.25,6,0.5,5.8,0,0,0,0,0,0,6,0.5,3.78,3,0.67,5.29,8,0.38,3.48,6,0.5,3.28,0
52353,ESPORTSTMNT01_3404199,BLUE: first_blood,BLUE: dragon,RED: herald,RED: dragon,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_mid,RED: baron,RED: dragon,RED: first_tower_mid,RED: second_tower_top,RED: baron,RED: second_tower_mid,RED: dragon,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_top,RED: inhibitor_top,BLUE: second_tower_bot,RED: second_tower_bot,RED: dragon,RED: baron,RED: inhibitor_top,RED: inhibitor_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,0,0,0,8,0.12,5.57,2,1.0,2.43,3,0.67,2.38,1,1.0,0.75,3,0.0,2.71,0,0,0,0,0,0,5,0.4,3.67,6,0.5,3.55,0
52354,ESPORTSTMNT01_3404220,BLUE: dragon,BLUE: herald,RED: first_blood,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1.82,1,1.0,9.0,1,0.0,2.0,0,0,0,3,0.67,1.91,3,0.0,0.83,3,0.67,2.69,3,0.33,5.83,5,0.6,4.67,0,0,0,1
52355,ESPORTSTMNT01_3405200,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_top,RED: first_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_bot,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,11,0.55,3.08,0,0,0,3,1.0,5.8,15,0.53,7.32,2,0.5,11.0,0,0,0,9,0.33,9.3,1,1.0,5.0,0,0,0,0,0,0,1
52356,ESPORTSTMNT01_3406177,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,BLUE: herald,BLUE: second_tower_top,RED: second_tower_bot,RED: dragon,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,RED: first_tower_top,BLUE: second_tower_mid,RED: baron,BLUE: third_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: second_tower_top,BLUE: baron,BLUE: inhibitor_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_top,BLUE: inhibitor_top,RED: baron,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,8,0.38,2.95,3,0.33,3.33,5,0.8,6.6,4,0.25,4.88,8,0.5,6.06,9,0.33,2.5,9,0.67,4.0,10,0.6,11.89,7,0.43,9.25,3,0.67,4.6,0
52357,ESPORTSTMNT03_3196975,RED: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: dragon,RED: second_tower_top,BLUE: baron,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,3,0.33,2.8,5,0.8,3.36,7,0.43,7.0,3,0.33,5.0,2,0.5,1.8,9,0.44,2.78,6,0.67,3.31,4,0.5,10.25,0,0,0,5,0.6,8.29,1
52361,ESPORTSTMNT03_3197994,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: herald,BLUE: first_tower_bot,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: second_tower_mid,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,0.82,6.2,4,0.75,20.0,1,1.0,13.0,4,0.75,5.0,2,0.5,7.5,2,0.5,2.67,2,0.0,2.0,4,0.75,0.82,0,0,0,1
52362,ESPORTSTMNT03_3199113,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: first_tower_mid,RED: herald,RED: dragon,BLUE: second_tower_top,RED: first_tower_top,BLUE: second_tower_bot,BLUE: first_tower_mid,RED: second_tower_top,RED: third_tower_top,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,3,0.33,2.3,5,0.6,1.44,3,0.33,4.67,2,0.0,3.83,0,0,0,1,1.0,8.0,1,1.0,2.67,4,0.25,5.12,8,0.5,5.5,2,1.0,3.2,1
52364,ESPORTSTMNT03_3198151,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_bot,RED: herald,BLUE: first_tower_bot,BLUE: first_tower_top,RED: dragon,BLUE: second_tower_top,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,BLUE: first_tower_mid,RED: first_tower_top,BLUE: second_tower_bot,RED: baron,BLUE: elder_dragon,BLUE: second_tower_mid,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,BLUE: third_tower_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,6,0.83,3.56,0,0,0,7,0.43,7.0,3,0.33,5.0,0,0,0,0,0,0,0,0,0,4,0.75,20.0,1,1.0,13.0,1,1.0,13.0,0
52370,ESPORTSTMNT03_3198271,RED: first_blood,RED: herald,RED: dragon,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: second_tower_top,BLUE: baron,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,11,0.45,4.59,0,0,0,5,0.8,18.25,2,1.0,14.5,6,0.67,6.45,1,1.0,8.0,0,0,0,3,0.67,3.5,1,1.0,2.75,0,0,0,1
48280,ESPORTSTMNT01_3334067,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: second_tower_bot,BLUE: first_tower_top,BLUE: first_tower_mid,RED: first_tower_top,BLUE: dragon,RED: dragon,BLUE: second_tower_mid,RED: first_tower_bot,BLUE: second_tower_top,RED: first_tower_mid,RED: second_tower_mid,BLUE: baron,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,9,0.56,3.21,11,0.45,3.13,1,1.0,1.0,13,0.54,6.68,9,0.67,6.73,3,0.67,1.62,11,0.27,1.71,3,0.33,7.0,4,0.75,2.44,6,0.5,2.67,1
48281,ESPORTSTMNT01_3333121,RED: dragon,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_top,RED: herald,BLUE: dragon,RED: second_tower_top,RED: dragon,RED: first_tower_mid,RED: first_tower_bot,RED: baron,BLUE: first_tower_mid,RED: second_tower_mid,RED: second_tower_bot,RED: dragon,RED: baron,BLUE: first_tower_bot,RED: elder_dragon,RED: baron,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,14,0.43,2.35,7,0.57,3.39,1,1.0,11.0,6,0.5,4.78,7,0.57,11.4,9,0.56,3.21,11,0.73,3.96,0,0,0,0,0,0,2,0.5,6.33,0
48282,ESPORTSTMNT01_3335064,BLUE: dragon,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,RED: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: inhibitor_mid,BLUE: nexus,,,,,,,,,,,,,,,,,,,,11,0.64,1.96,11,0.27,1.71,3,0.33,2.14,8,0.25,5.42,0,0,0,8,0.62,3.09,11,0.73,3.96,1,1.0,1.0,0,0,0,0,0,0,1
48283,ESPORTSTMNT01_3334092,RED: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.56,3.21,11,0.73,3.96,1,1.0,1.67,2,0.5,7.0,2,0.5,17.0,14,0.43,2.35,11,0.27,1.71,2,0.0,6.0,4,0.75,2.44,6,0.5,2.67,1
52387,ESPORTSTMNT01_3405031,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: second_tower_top,BLUE: dragon,BLUE: third_tower_mid,BLUE: baron,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,1,0.0,15.0,2,1.0,12.5,5,0.2,5.33,17,0.41,6.37,4,0.75,3.54,15,0.6,3.12,2,0.0,1.5,4,0.5,3.09,7,0.71,6.58,5,0.6,9.25,1
52388,ESPORTSTMNT01_3404105,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,RED: baron,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,RED: second_tower_mid,RED: first_tower_top,RED: second_tower_top,RED: dragon,RED: baron,RED: second_tower_bot,BLUE: second_tower_top,RED: third_tower_mid,RED: inhibitor_mid,BLUE: third_tower_top,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,12,0.58,3.72,1,1.0,1.0,2,1.0,1.67,16,0.5,7.0,2,0.5,6.17,8,0.25,2.85,0,0,0,3,0.67,4.57,9,0.44,8.25,17,0.47,4.67,0
48291,ESPORTSTMNT01_3334011,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: second_tower_top,BLUE: baron,BLUE: third_tower_top,BLUE: second_tower_bot,RED: dragon,BLUE: third_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_top,BLUE: inhibitor_bot,BLUE: baron,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0.67,2.0,2,0.5,9.0,3,0.67,5.6,3,0.67,8.75,6,0.67,4.94,4,0.75,4.1,2,1.0,24.0,6,0.83,3.53,1,0.0,3.2,1
48292,ESPORTSTMNT01_3334019,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: herald,BLUE: first_tower_bot,BLUE: second_tower_bot,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,BLUE: first_tower_top,BLUE: baron,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,5,0.6,5.83,4,0.5,5.78,3,1.0,5.38,6,0.5,4.31,0,0,0,1,0.0,0.5,0,0,0,0,0,0,1,1.0,1.0,2,0.0,4.25,1
48293,ESPORTSTMNT01_3335003,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: first_tower_top,BLUE: baron,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,1.25,3,0.67,2.0,0,0,0,3,0.67,5.6,3,0.67,8.75,5,0.6,5.83,4,0.75,4.1,2,0.5,9.5,6,0.5,4.31,5,0.6,5.0,1
48294,ESPORTSTMNT01_3333073,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_bot,BLUE: dragon,RED: herald,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: baron,BLUE: dragon,RED: second_tower_bot,RED: second_tower_mid,RED: second_tower_top,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.67,4.94,5,0.6,5.5,3,0.0,6.6,6,0.83,3.53,4,0.75,2.85,0,0,0,1,0.0,12,0,0,0,4,0.5,7.0,0,0,0,0
